Original,PCA,SelectKBest,RFE
0.9481917886806108,1.3796161444465318,0.6169784487552925,0.544842834215559
7.976032423534814,13.816725234922849,0.613847138836019,0.5399887915764187
66.42003155950168,116.58117279211653,0.6133558957647666,0.5393146184739733
201.6059350595668,358.72706401345215,0.6133753409500448,0.539189461596888
301.7615166792489,536.0308984437748,0.613529631073003,0.5391915384741706
204.83203215225785,367.9478819608101,0.6137193252015255,0.539234160227372
76.28028999198936,135.02363646969175,0.6139125254662042,0.5392924320211486
12.50840704082199,22.675448263880064,0.6140982151920166,0.5393572166508191
1.9994959480323518,3.063830818317058,0.6142727626453669,0.5394244338553763
0.530843705514409,0.6891103331772456,0.6144353539693868,0.5394919839736546
0.5546059681120528,0.6815511436719489,0.6145862815345773,0.5395586916289673
0.5441897320959763,0.6694890095373525,0.6147262565048146,0.5396238758353754
0.5440033305318627,0.6686182245227104,0.6148561203111871,0.5396871453855546
0.5430497722078327,0.6672366656295925,0.6149767214411318,0.5397482883568714
0.5420752181988489,0.666018314597008,0.6150888640219779,0.5398072069135068
0.5410889584361409,0.6649442962601999,0.6151932886025091,0.5398638766038089
0.5401154860074215,0.664009534475953,0.6152906675810883,0.5399183200686554
0.5391721607650592,0.663204718738336,0.6153816072109308,0.5399705897140905
0.5382706567718798,0.6625182763896089,0.6154666523737099,0.5400207561618835
0.5374182089905472,0.6619377275240467,0.615546292299821,0.5400689005100603
0.5366186896412455,0.6614505932879751,0.6156209663691793,0.5401151091438232
0.5358734986340968,0.6610449672940706,0.6156910695964694,0.5401594702713001
0.5351822757448533,0.6607098432202118,0.6157569576389328,0.5402020716340615
0.5345434546702684,0.6604352730389799,0.6158189512812944,0.5402429990214708
0.5339546838358594,0.6602124126028108,0.6158773404090421,0.5402823353363762
0.5334131389745252,0.6600334961188866,0.6159323875070442,0.5403201600390194
0.532915750233331,0.6598917688707666,0.6159843307303375,0.5403565488497162
0.5324593632887767,0.6597813982407481,0.6160333865956503,0.5403915736275248
0.5320408504754293,0.6596973762412767,0.6160797523399961,0.5404253023673133
0.5316571846922334,0.659635421882712,0.6161236079887105,0.5404577992750754
0.5313054860379937,0.6595918883228523,0.6161651181707071,0.540489124893485
0.5309830487953321,0.6595636774659799,0.616204433714163,0.5405193362581764
0.5306873545093855,0.6595481631919536,0.6162416930515517,0.540548487071187
0.5304160754379771,0.6595431234605112,0.6162770234590854,0.5405766278822163
0.530167071517572,0.6595466809769793,0.6163105421521899,0.5406038062713163
0.5299383831290341,0.6595572517973174,0.6163423572556669,0.5406300670287293
0.5297282213013531,0.6595735011047376,0.6163725686646028,0.5406554523290751
0.5295349565115578,0.6595943053464627,0.6164012688098771,0.5406800018981379
0.5293571068856988,0.6596187199367469,0.6164285433401977,0.5407037531712361
0.5291933263479622,0.6596459517840895,0.6164544717309749,0.5407267414426769
0.5290423930785818,0.6596753359692519,0.6164791278289425,0.5407490000061502
0.5289031985078038,0.6597063159753408,0.616502580340236,0.5407705602861618
0.5287747369787593,0.6597384269452867,0.6165248932686171,0.540791451960758
0.528656096146254,0.6597712815118002,0.6165461263096573,0.540811703075909
0.5285464481333938,0.6598045578084839,0.6165663352059384,0.5408313401519662
0.528445041437816,0.6598379893274433,0.6165855720676804,0.5408503882826468
0.5283511935598864,0.6598713563384696,0.6166038856626527,0.5408688712270159
0.5282642843133829,0.6599044786279866,0.6166213216787392,0.5408868114949212
0.5281837497726749,0.6599372093530492,0.6166379229621229,0.540904230426336
0.5281090768075521,0.6599694298373762,0.6166537297336815,0.540921148265041
0.5280397981564926,0.6600010451633522,0.6166687797858943,0.5409375842270612
0.5279754879904025,0.6600319804367918,0.6166831086622669,0.5409535565642345
0.5279157579211297,0.6600621776205572,0.6166967498210716,0.5409690826232907
0.5278602534119214,0.6600915928494331,0.6167097347849713,0.5409841789007682
0.5278086505501507,0.6601201941523771,0.6167220932779343,0.5409988610940897
0.527760653145887,0.6601479595198302,0.6167338533506795,0.5410131441490826
0.5277159901231138,0.6601748752635035,0.6167450414957655,0.5410270423042253
0.5276744131734774,0.6602009346242291,0.6167556827532984,0.5410405691318536
0.5276356946453786,0.6602261365903624,0.6167658008081518,0.5410537375765717
0.5275996256439166,0.6602504848950083,0.6167754180794796,0.5410665599910699
0.5275660143197116,0.660273987165228,0.61678455580322,0.5410790481695466
0.5275346843268901,0.6602966542004922,0.6167932341082396,0.5410912133789165
0.5275054734326012,0.6603184993611131,0.6168014720866668,0.5411030663879675
0.5274782322622915,0.6603395380503069,0.6168092878589364,0.5411146174946175
0.5274528231666497,0.660359787276012,0.6168166986340028,0.5411258765514141
0.5274291191976394,0.6603792652806671,0.6168237207651338,0.5411368529894034
0.5274070031823858,0.6603979912289241,0.6168303698016585,0.5411475558404846
0.5273863668848915,0.6604159849447554,0.616836660537016,0.5411579937583655
0.5273671102466262,0.6604332666906888,0.6168426070533991,0.5411681750382118
0.527349140698002,0.6604498569829688,0.61684822276328,0.5411781076350883
0.5273323725335893,0.6604657764373579,0.6168535204480659,0.5411877991812724
0.527316726344705,0.6604810456410641,0.6168585122941166,0.5411972570025237
0.5273021285036568,0.6604956850469393,0.6168632099263259,0.5412064881333783
0.5272885106945606,0.660509714886651,0.6168676244394641,0.5412154993315351
0.527275809486153,0.6605231551000136,0.6168717664274531,0.5412242970913991
0.5272639659425276,0.6605360252780622,0.6168756460107229,0.541232887656833
0.5272529252681202,0.6605483446178114,0.6168792728618095,0.5412412770331757
0.5272426364836725,0.6605601318869281,0.6168826562293113,0.5412494709985742
0.5272330521302216,0.6605714053968049,0.6168858049603332,0.5412574751146726
0.5272241279984753,0.6605821829827421,0.6168887275215267,0.5412652947367015
0.5272158228811953,0.6605924819901227,0.6168914320188275,0.5412729350230078
0.5272080983464527,0.6606023192656338,0.6168939262159819,0.5412804009440592
0.527200918529833,0.660611711152716,0.6168962175519512,0.5412876972909563
0.527194249943857,0.6606206734905451,0.6168983131572722,0.5412948286834864
0.5271880613030621,0.6606292216159497,0.6169002198694411,0.5413017995777423
0.5271823233633268,0.6606373703677528,0.6169019442473942,0.5413086142733394
0.5271770087741795,0.6606451340930989,0.6169034925851457,0.5413152769202509
0.5271720919429314,0.6606525266553975,0.616904870924635,0.5413217915252879
0.5271675489096022,0.6606595614435622,0.6169060850678404,0.541328161958241
0.527163357231699,0.6606662513822733,0.6169071405882075,0.5413343919577116
0.5271594958779933,0.660672608943034,0.616908042841435,0.5413404851366408
0.5271559451305288,0.6606786461558278,0.6169087969756604,0.5413464449875657
0.5271526864941578,0.660684374621203,0.6169094079410846,0.541352274887607
0.5271497026129748,0.6606898055226518,0.6169098804990715,0.5413579781032154
0.5271469771930655,0.6606949496391628,0.6169102192307543,0.5413635577946783
0.5271444949310524,0.6606998173578446,0.6169104285451804,0.5413690170204117
0.5271422414479536,0.660704418686546,0.616910512687023,0.5413743587410419
0.5271402032279279,0.660708763266393,0.6169104757438862,0.5413795858232938
0.5271383675615031,0.6607128603841956,0.6169103216532269,0.5413847010436903
0.5271367224929312,0.6607167189846727,0.6169100542089214,0.5413897070920823
